2014/08/23	16:20:24,923	6023,0339
2014/08/23	16:20:25,030	12061,43424
2014/08/23	16:20:25,143	12081,89342
2014/08/23	16:20:25,252	12038,62177
2014/08/23	16:20:25,363	12062,12494
2014/08/23	16:20:25,467	12045,28821
2014/08/23	16:20:25,581	12084,40748
2014/08/23	16:20:25,689	12144,06372
2014/08/23	16:20:25,799	12040,6254
2014/08/23	16:20:25,908	12032,98571
2014/08/23	16:20:26,020	12110,0585
2014/08/23	16:20:26,129	12069,2907
2014/08/23	16:20:26,234	12073,64127
2014/08/23	16:20:26,347	12062,64218
2014/08/23	16:20:26,451	12084,68345
2014/08/23	16:20:26,562	12094,12766
2014/08/23	16:20:26,675	12069,90975
2014/08/23	16:20:26,784	12129,03084
2014/08/23	16:20:26,893	12102,31497
2014/08/23	16:20:26,999	12117,08673
2014/08/23	16:20:27,108	12148,01043
2014/08/23	16:20:27,223	12105,50884
2014/08/23	16:20:27,332	12074,16259
2014/08/23	16:20:27,436	12106,30522
2014/08/23	16:20:27,549	12050,06803
2014/08/23	16:20:27,658	12043,75147
2014/08/23	16:20:27,769	12039,03311
2014/08/23	16:20:27,877	12075,58866
2014/08/23	16:20:27,987	12092,33946
2014/08/23	16:20:28,096	12040,60816
2014/08/23	16:20:28,206	12124,52562
2014/08/23	16:20:28,317	12053,47823
2014/08/23	16:20:28,424	12090,25329
2014/08/23	16:20:28,532	12082,28209
2014/08/23	16:20:28,641	12118,92358
2014/08/23	16:20:28,753	12064,561
2014/08/23	16:20:28,862	12479,51315
2014/08/23	16:20:28,969	12207,85488
2014/08/23	16:20:29,076	12087,30998
2014/08/23	16:20:29,187	14593,86553
2014/08/23	16:20:29,296	15050,59909
2014/08/23	16:20:29,405	12377,47574
2014/08/23	16:20:29,515	12139,08458
2014/08/23	16:20:29,623	16801,85873
2014/08/23	16:20:29,735	12849,10816
2014/08/23	16:20:29,844	15285,08617
2014/08/23	16:20:29,956	12146,40952
2014/08/23	16:20:30,061	14323,22154
2014/08/23	16:20:30,174	15556,37438
2014/08/23	16:20:30,282	12277,25556
2014/08/23	16:20:30,393	15010,94739
2014/08/23	16:20:30,499	13374,19546
2014/08/23	16:20:30,611	15114,16281
2014/08/23	16:20:30,717	13909,22426
2014/08/23	16:20:30,831	16906,47256
2014/08/23	16:20:30,955	20195,70884
2014/08/23	16:20:31,067	19935,90612
2014/08/23	16:20:31,174	16207,26644
2014/08/23	16:20:31,284	20752,01179
2014/08/23	16:20:31,396	18562,41916
2014/08/23	16:20:31,503	20720,46621
2014/08/23	16:20:31,612	19581,77596
2014/08/23	16:20:31,719	16248,3483
2014/08/23	16:20:31,830	19776,98957
2014/08/23	16:20:31,940	19690,11882
2014/08/23	16:20:32,046	16180,9805
2014/08/23	16:20:32,160	20808,24558
2014/08/23	16:20:32,267	19828,86259
2014/08/23	16:20:32,378	16205,27483
2014/08/23	16:20:32,488	19911,69977
2014/08/23	16:20:32,596	18402,24036
2014/08/23	16:20:32,706	21922,37528
2014/08/23	16:20:32,815	19573,10295
2014/08/23	16:20:32,923	16121,19592
2014/08/23	16:20:33,033	20668,9585
2014/08/23	16:20:33,141	19515,78549
2014/08/23	16:20:33,251	17607,62313
2014/08/23	16:20:33,361	21697,2805
2014/08/23	16:20:33,467	18875,99229
2014/08/23	16:20:33,580	16965,18141
